sentiment,review_body,product_category
1,Fit great - maybe a bit large....i bought a l (typically i go between a large and extra large) and there is room to put a thick sweater on underneath it.  this goes with just about everything!,Jackets
1,This is a well-made kimono style jacket  in a great color choice that is versatile and well constructed. being short and with narrow shoulders  most kimono-style jackets don't work on me; they are simply too big & too long. this jacket's shorter length and more streamlined styling make it perfect for me. a keeper  and a real steal on sale.,Jackets
1,This jacket is extremely good quality  has gorgeous detailing and is warm! quilting makes it thicker than expected  but plan to wear as both a blazer and fall jacket. highly recommend.,Jackets
-1,Bummer  i fell in absolute love with these gems until i realized how weak the stretch is by the end of the day. i purchased them on the 13th of feb and can't bare to wear them anymore.,Jeans
-1,Pilcro jeans used to be my favorite. in the past 6 months or so  i have bought 3 new pairs  and all have been so disappointing. first of all  the quality is horrible now. in the past  they would last for years and hold up great. my last pair of stet jeans started to visibly wear out within a month. also  pilcro jeans now stink in the most disgusting toxic way. they smell horrible despite washing. what happened  pilcro?!?!?,Jeans
-1,These ag stevie ankle jeans only have 50% cotton.tthe rest is 41% lyocell (a rayon)  7% polyester  and 2% polyurethane. result: thin and clingy jeans that show every lump  and stretch out.   .  these are no longer the same lovely ags in twill when they were at 80% cotton  18% modal  2% pu. it seems ag has also stopped making denim and corduroy with 98% cotton  at least in the stevies.  .  i'm sure these will be a great choice for someone looking for very soft and thin pants that feel like pjs  b,Jeans
-1,I really wanted to like these  but they just didn't look right on my 5'3 sorta bulky frame. i have big thighs and always feel out of place wearing leggings  so maybe i'm just not the right target for these  but they looked so cute and i wanted to give them a try. the waist was too high for my liking  and the leg openings were too big and gave me a stumpified look.,Jeans
-1,I agree with other reviewer  the material of these jeans is not the same! thin  stretches  and you end up pulling them up all the time. i am a short  curvy girl and would love to have the old jean fabric back! this seems to be the trend in jeans?nydj also uses this fabric?stretches too much.,Jeans
-1,I've been buying stevie ankles for years from retailer and been very happy. the past two pairs i bought had a heavy chemical smell  which i imagine is some kind of starch/chemical to keep the denim stiff. with the first pair  after enough washes to get rid of the bad smell (4)  they lost all form and looked terrible since they were washed i couldn't return them. the 2nd pair arrived with the same heavy smell and i returned them. it may be they are made elsewhere now  but it's disappointing.,Jeans
-1,Noticed all the 5 star reviews online for the latest pilcro stets- so due to the past 2 years of dissapointment of what was once a great pair of jeans....i was hopeful that retailerpologist listened and went back to the original pilcro stet formula- thick denim  just the right amount of give and a flattering 10 inch rise. walked right in and found them- and i knew right when i touched them- they were still the thin denim that's nowhere near the quality they once were. consumers pay attention and t,Jeans
-1,Waist is tight and thighs and legs are not. -not flattering- ankle opening is too small  and they have a funny smell.,Jeans
-1,These jeans were so cute on- wore them a handful of times and they'd been washed twice. put them on and - rip! ripped right at the crotch in the front so not fixable- and on vacation no less when i had to scramble to find something else to wear. poor quality - disappointing and not what i expected from retailer. :-( they also run large even for a more relaxed fit- sized down for a good fit.,Jeans
0,Great jeans by pilcro  too short and snug around my knees for keeping though.,Jeans
0,I agree with the other reviews that these jeans run big. for my body  straight up and down  i ordered 2 sizes down  but would have ordered one size down had i been able to try them on in the store. the jeans i received were lighter  not blue  and more grey with very noticeable white whiskering. i need a new pair of jearns and i love the cut of these so i am keeping this pair  but  for me  because of the color they are just ok compared to the wow i was expecting from the picture.,Jeans
0,I love j brand  however the fit of these jeans was all wrong for me. they were perfect from the knee up  however they stuck out too much at the bottom. a slight taper from the knee down would have made them perfect. i had to return them.,Jeans
0,I have a love/hate relationship with these jeans. when i first put them on  i felt like i had finally found my favorite pair of jeans. everything about how they fit and looked was just perfect - and they were offered in a petite size! but then two hours later they were sagging. the fabric is so cozy  but it just stretches too much  too fast. i am not willing to give up yet  so i ordered another pair in a smaller size. i'm less than thrilled about having to shell out the $$ for two pairs  but i r,Jeans
0,I thought these would be nice  and they are but then i started thinking that the bejewels will eventually be out of style and these can't be as much of a classic... also  the jewels make the jeans feel heavier.   fit is like most boyfriend/girlfriend jeans  slightly loose (not as much on me due to muscles) and length on petite was close to what is shown here (typical for me that it is still a bit longer  as not only am i short  but i have short legs for my shortness!)    so if you want that styl,Jeans
0,I love these jeans  but they run small. i recommend ordering one size up.,Jeans
0,I really liked these jeans initially  but by the end of the day the waist is really baggy. the fabric stretches with wear and takes a wash to get back to its original shape.,Jeans
0,I have been looking for flares that are not tight through the thigh and these are definitely them...but for me they were so long that to hem them would ruin the style of the pants. i'm 5'5 and have long legs but i would need a high heel to maintain the intended style  and that's not what i was looking for. otherwise  beautiful.,Jeans
0,I should have looked more carefully at the description of these before i made the purchase. these jeans  unfortunately are very stretchy which i don't like at all. i was looking for 100% cotton with no lycra-love rigid denim so these are not for me. they have a very nice design and fit tts. they are very long so expect hemming if you are not 5'10 at least! the 29 was perfectly sized and will be flattering on a curvy figure  i would imagine. rear pockets are placed very low on the bottom giving t,Jeans
1,The perfect fit and style of any jean ever. i order one size up in petites. i love these jeans and want them in every color/wash. they have wonderful stretch that does not sag. i wear them with cuffs folded up in hot weather but can also wear them down thanks to petite styling. love  love.,Jeans
1,Love these jeans.,Jeans
1,These jeans! i tried these on  in addition to the high rise paige denim  and these won out hands down. classic flattering fit from mother  with an element of edginess with the frayed hem. these are long enough on me (i'm 5'5') to cuff at the ankle if i don't want a distressed look on a particular day. they are slightly stretchy like other mother denim but not so much that i would size down. i have muscular calves and thighs  but someone who does not could likely size down and be happy with the a,Jeans
1,I bought these in the store today. they're a great jean. none of the pairs i saw had as much distressing as the picture. there were no holes  which i'm actually grateful for  i don't like holes in jeans. anyway these had a great fit for me. they fit more like a slim straight jean on my curvier figure and really flatter my backside- they aren't baggy  as pictured on the model. they're a great casual jean which i know will be my new staple! (even better- my husband gave them a big thumbs up!),Jeans
1,These jeans are great. the rise is perfect.,Jeans
1,I love ag stevie jeans but these are my favorite. super soft with just the right amount of stretch. they keep their fit and don't stretch out. the very dark wash makes them extremely flattering. i'm petite and a bit curvy and these are extremely comfortable.,Jeans
1,I felt like i was taking a risk by ordering these without trying them on  but i am so happy i did. they are soft and solid without being thick or stiff. incredibly comfortable. i have a larger hip and booty and these fit great. no grabbing at all and without making the top too big or loose.,Jeans
1,Let me start by saying i am incredibly picky about pants. i hate probably 99% of the pants i try on. pilcro is the consistent exception  and these are probably my favorites of all my pilcros (perhaps tied with the cords). runs true to pilcro size  which i find to be a bit large--most of my other pants are a 30  and a 29 is quite comfortable in these. despite being leggings  they're thick/structured enough to wear to work.,Jeans
1,I love these jeans! i am always reluctant to change brands  but these are the best! i was pleased from the minute i took them out of the package. the fit is perfect: very skinny  but not too tight! they retain their shape over several wearings  too. the color is a great dark navy. looking forward to a long relationship with these! it's love!,Jeans
-1,I ordered a size smaller prr other reviewers but that still didn't prepare me for the sweater's issues. it looks really cute but the quality is pretty horrendous. i wore it for the first time today and already the sweater is pilling a lot on my back. seriously heartbroken.,Knits
-1,"Right out of the bag  this top didn't really match the one pictured here (it is the right top  though). the fabric was heavy and felt ""damp"" -- the way something feels coming out of the wash. very odd.  and the fit is nothing like what's shown on the model. the ""v"" is not fitted or nicely wrapped (or even tacked in place) -- it was just two loose  droopy pieces so most of my bra was showing no matter how many times i put the pieces back where they belonged (i'm neither ""flat chested"" nor ""busty""",Knits
-1,"I did not like the fit of this. as another reviewer stated  it is not a swing tunic. it hangs fairly straight. i don't have large hips. i'm 5'8"" and 120 lbs with a full bust and this did not look flattering. i returned it immediately.",Knits
-1,I really wanted to love this blazer...i've even tried it on several times hoping it would look better the next time around. (spoiler: it didn't :( ). overall  it makes me look pretty frumpy and not put together. i really love saturday/sunday brand and was hoping for a nice comfy blazer to wear to work. will be returning instead.,Knits
-1,This top is so lovely  but runs soo big. i ordered it online and was so surprised when i tried it on at home. i'm normally a size 14  and i was positively swimming in this top. hoping to exchange for a petite sm.,Knits
-1,This runs way big  i'm a size 8  purchased the medium. it's just big with no shape.,Knits
-1,The fabric and cut of this blouse are beautiful  but the v was so deep i could never wear it without a cami and i think that would ruin the look. i have a large chest  but the similarly cut blouse (without the textured fabric - from the same designer) fit me fine. this one is just cut differently. i even tried sizing up and down - to no avail. the photo on the model seems misleading because i don't see how the neck would lay flat or stay that high on anyone - even with a smaller chest. i was so,Knits
-1,I just received my back-ordered wildberry top in blue. it's not blue but instead a dull  mottled purplish hue. it looks like a well-worn  stretched out tee shirt with a tired ruffle along the bottom. so disappointing. it's going back for sure.,Knits
-1,I would have loved this top if it were the length pictured on the model  but it was a cropped length on me :(,Knits
0,I like this top but unfortunately i will be returning. it's way too long. the color is pretty as is the design minus the length. it makes it look frumpy. maybe if they offered it in petite or if you're taller  it would work for you.,Knits
0,"I ordered this in a medium and although the details/design of the shirt were cute  the ""swing"" did not work for me this time around. i typically like looser fitting tops  but with this shirt i felt like there was just too much material and made me feel like i was wearing a tent.",Knits
0,"I love this top. it is very short and hits at a potentially unflattering area if one has wider hips. the fabric and swing to the ""skirt"" is adorable.",Knits
0,This top is really beautiful. the color is rich and the texture on the back is a unique touch. and i think it might have worked for me except that i could only find a m/l and it was just too big. i love drapey styles and think this top would have been just the right amount of drapey if i'd been able to snag a smaller size. but the m/l looked like a teal sack  so it's going back.,Knits
0,I love tunics and really wanted this to work. i got this in a size s and it is absolutely gigantic. everything else about it is great  and i still haven't decided if i will try to swap it for an xs  which is definitely not my usual size (which is usually m  but often s at retailer). the pink/red color was quite pretty. if you have broad hips  fear not - you can size down and this top will still be generous around your hips. basically  if you're deliberating between s and m for this top  get,Knits
0,I was so excited to try this on--but this was a big nope for me unfortunately. i ordered both an xs and s (i normally wear a s)  both hung horribly on me  they were just too big. i love a boxy  oversized silhouette but this sadly didn't flatter me in the least.,Knits
0,The colors of this top are perfect for spring  i love the embroidery and like the sleeves with the ties at the bottom. what i didn't like and primary reason i may be returning  is the elastic bottom. it cuts off at an awkward spot on my waist and makes my top section look short and wide. i am very disappointed about this  as the rest of the blouse is gorgeous.,Knits
0,This top was so pretty online! unfortunately it did not work for me- the front was a bit more shapeless in person  though the back was gorgeous  with a button gather at center. the color appeared yellow online  but was a bit more green in person. also  the armholes were very low  so it would need a camisole or no bra.,Knits
0,I don't have a lot of pink or lavender in my wardrobe  but any time i do try a shade like this on i always think it compliments my skin tone and hair color. i generally wear a mauve-ish or coppery eye shadow and the color of this shirt looks beautiful against that makeup too. unfortunately  i just don't find the shape of the top to be flattering. it's really long  so the way the model has it partially tucked looks best but i'm not really thin like her and i have a larger chest... it just doesn't,Knits
1,I would definitely only recommend this top to girls who are smaller chested. it fits in the shoulders/arms  and then flares out too much at the bottom  almost looks like a maternity top. the material is very nice however - both soft  and feels like it will hold up through multiple washes.,Knits
1,I love this comfy top  and if it couldn't get any better  the pleated back makes it extra special! it is easy to thrown on and still feel put together. i purchased this top in the green and i'm absolutely enthralled by the rich color! i do agree that the quality of the pleats could be slightly better  however i believe it's up to par with the price point. i typically wear an xs/xsp and ultimately decided to go with a small for a more oversized tunic top look  but otherwise i'd go for your normal,Knits
1,"I bought the ""here comes the sun"" version of this shirt. i had to have it. i'm a cervical cancer survivor who is still dealing with some health issues. i recently attended a cancer survivor event where a women talked about her life with cancer. she said that you no longer counts the years of her life  instead she counts her sunny days. i was inspired to do the same. so  i love this shirt. i got it on sale  but it still could've been cheaper.",Knits
1,Unlike other reviews i find this top to run true to size. for reference i'm 5'3  117 lbs  34 b cup  and took an xs. top fits comfortably  no tightness around the chest  and sleeves' fullness isn't overwhelming. the lace is see through  so a cami is a must. top is of excellent quality and craftsmanship. i have not laundered it yet  so i can't comment on that. so happy with my purchase! a keeper for sure!!,Knits
1,I love everything bordeaux so when i saw this one i knew i needed to try it and it's my favorite top from this brand ever. i hope they keep the style and offer it in all of the colors going forward. it's a very flattering style for anyone - accentuates shape without being tight or clingy and the stripes are lovely. also the material is so soft. i have not washed it yet so i hope it stands up to wash and wear well. overall this is an amazing top. it runs slightly large. i'm usually an xs in tops,Knits
1,I love the look of peplum tops  i think they are very forgiving  and they do a fantastic job of hiding my residual baby weight while still allowing me to look like i have an amazing figure (not washed out figure). i have several peplum tops  but most of them are made out of a thicker fabric and they don't have much movability. i absolutely love this one because it is a more casual design and much more comfortable than i am used to while still keeping the integrity of the peplum design. the fabri,Knits
1,This print is so cool! the shirt is just a little loose so order your usual size and it will fit perfectly.,Knits
1,This is the perfect cool day  cozy  teacher sort of sweater or if you're having a mr rogers sort of day. the material is soft and comfortable and the color is just as it appears in the photo. looks great with a button down shirt underneath.,Knits
1,Loved the version of this loc top that retailer carried two years ago (or was it three?). was thrilled to see what looked like the same top and was called the same name ... but it's just not the same. length is too short  body is too wide  and even the fabric seems to be lower quality. disappointing  but i still bought more than one color.,Knits
-1,This top fit perfectly but too much of my bra was showing through the black lace. it would be a great top to use as loungewear  though.,Layering
-1,Wow! this sure is close fitting  as in suction cups to your body! yikes  definitely not forgiving for those of us with curves. to me  it seems like the material will wear well. i bought this for a great sales price so i may keep it  not sure. it would work fine as a layering piece but if i gain even 5 lbs  it won't work. i ordered the medium and am usually a small. the large might have worked best but probably still pretty clingy. i do recommend this if you are thin with no problem areas.,Layering
-1,"This shirt fits very closely to the body. it has a very strange fit in the shoulder  though. the arms themselves are really long  far past my hands  yet it's very tight in the shoulder and under arm area. for reference  i am 5'10""  130 pounds and ordered a small  which is what i usually need.",Layering
-1,I wore this bodysuit once. it had a hole under the arm when i took it off,Layering
-1,Doesn't feel like cotton jersey. feels like a thin version of the seamless cami. it's not soft as i expected. it's much thinner than expected too.,Layering
-1,Very poorly made- wide and short  very unflattering. the material is advertised as cotton  but it felt very synthetic.,Layering
-1,Way too long...the sizing is incredibly off on this product. order a size or two down.,Layering
-1,This top is beautiful - even more so in person. however  like a previous reviewer  the fit is very boxy. there is so much excess fabric that poofs out on the sides that you can't see in the photos due to the model's cardigan and arms. if this top had been a bit longer and more fitted  without all the excess fabric at the bottom  it would have been perfect. again  the color  the lace  the fabric and the pleating is all gorgeous. would love it if the designer took this into consideration and came,Layering
-1,I love this tank  it is so comfortable but it does have its flaws. it rolls up every time i walk or do anything  it becomes very bothersome.,Layering
0,I was looking for an undergarment and this is more of a nightgown. if it came in a solid color then i'd probably buy it. i usually wear a small and this was a tad too tight. on the upside  the fabric was soft and lightweight.,Layering
0,I love the wide straps but it runs small and is short. still great for layering. great  soft material. i hate that it is so tight and short but if i size up them the arm holes would be way too big.,Layering
0,I loved this when i got it. it has such a flattering fit! slightly loose in the body  but not flowy. nice weight of fabric. comfortable fabric. perfect scoop neck that doesn't show too much cleavage. but i washed it once on delicate and line dried (which i do with most of my shirts) and it came out riddled in holes.,Layering
0,"I like this shirt  as in general i prefer more form-fitting and less flowy shirts. however  after washing the shirt and hanging dry it has shrunk to be too short to wear with even mid-rise jeans. so: good if you don't like long t-shirts  bad if you are tall  like me (5'8"") and don't want to wear a crop top.",Layering
0,I nearly always wear a size small  and sometimes even a small is too large. not in this case; this top is extremely snug. i would not be able to wear this  and i would've returned for a larger size but the ivory color was a little too yellow for me. in the online photo. the color is more of an off-white than ivory yellow. i'm guessing also that this fabric may not stand the test of time and easily snag. but that's just conjecture.,Layering
0,This seemed to run a little bit small on me... more form fitting than on the model in the photo. also  it's thin. i'd be sold on it for sure if it were just a little longer too because i like the almost-lingerie-like look. the lace applique is pretty  and if you purchase it for that  then it really shows up better on the two lighter colors - it really gets lost all in black.,Layering
0,So comfortable and soft but starting pilling after one wear! sending back.,Layering
0,I love the way the mock neck style looks  but the shirt is cut very small. i realize it's supposed to stretch  but it's still very  very tight on  particularly in the shoulder area. if you like the style  i'd recommend sizing up.,Layering
0,"This spandex top  in my opinion  is workout wear. it is not the tank i expected to receive  but my bad. it is super stretchy tank like most folks use with leggings or workout shorts. it does seem small but perhaps due to the kind of tank it is  it should fit like this. 5' 5"" 142 lbs medium is skin tight. color is nice but  as i wanted a tank to wear with skirts or jeans and this is not what i had envisioned-it has to go back to retailer. quality seems fair.",Layering
1,"Looking for the perfect camisole that smooths the flab  keeps you warm or cool as appropriate  doesn't ride up  and looks good? this is it! it takes a bit of extra effort to get this cami over your head and pulled down  but once you do  you say ""ahhh!"" it feels good and is a blessing--a seamless bit of control of middle-age  middle-body flab. for sizing: i wear a size 4 in most clothes  and in this cami  i can wear a small/medium or a medium/large. the former pulls in more  but the later gives m",Layering
1,The top is a pretty design. it's a low v-neck. but it would be nice for layering. it was just way to tight. runs small. order up a size.,Layering
1,"The wide strap style is very flattering. this tank is fitted in my normal size small  it fits like the model in the cobalt blue color. i'm 5'7"" 120lbs. if you want more room  i'd size up. it is low cut  but not inappropriately so. fits like the picture shows.",Layering
1,I saw the tank at the store and was so glad to try it on. i got the small?i'm in between xs and s (34b) and try to get petites when i can but the small fit great with a longer cut. i bought the green and did not find it sheer. i actually thought it was thicker than most tanks and tees these days. i found the arm holes were fine. i usually need to go with a petite just for this reason but no need to this time. planning on getting a couple of more colors!,Layering
1,I bought it in black and cream! great weight. soft fabric. beautiful lace.,Layering
1,I love this style of tank top with the wider straps. very flattering but yes the armholes are big and i noticed the sizing is different with each color. i normally wear an xs but in the gray and blue i bought s to have a little room. i also bought the black color but the s was huge! i exchanged for an xs so hopefully it will fit better. it had to be ordered. it definitely stretches out as you wear it though.,Layering
1,I usually wear a medium or large in retailer clothes. i purchased this in a large and it fit perfectly. it is a clingier top but i didn't find it too much so. the ribbing makes it very attractive and slimming  and also can be worn as a stand alone turtleneck or easily as a layered piece. it is super soft and comfy as others have mentioned  and a tad thicker than just a cotton turtleneck would be - it has substance. also  it would be great for traveling because it doesn't wrinkle at all. love that!,Layering
1,Awesome basic top for your wardrobe. it's a little sheer but not too much.,Layering
1,This tank is super soft and very well fitted. it fits true to size. the lace is so pretty in front but what makes this unique is the lace on the back of the top. it is a unique design and good quality!,Layering
-1,So wanted great pair of sweater leggings...great for running errands and keeping the outfit simple. these are not that. these fit very poorly...i ordered the small  which is more like a large one in the waistline...there is nothing to hold these up and i could fit two of me in them. unfortunately  i thought all would be fine and i discarded the receipt and have worn them a few times~,Legwear
-1,I opened these when i got them yesterday and immediately tried them on. the knees were totally stretched out and due to the panel at the knee  it looked like i had growths popping out between my legs at my knees. someone had received these before me and sent them back after they tried them on or wore them then returned them. they were obviously too small for whoever did that. these never should have been resent to another customer. they are obviously very misshapen. they are going back. on a bet,Legwear
-1,Super itchy! had to return.,Legwear
-1,Ordered on line and thought these are a great quality as i pulled them out of the box. tried them on and found minimal elastic for the waist. within minutes of wearing  the waist fell down past my hips...glad i was at home. looks cute but will not stay up.,Legwear
-1,I wanted to love these  they are cute and warm - but they have absolutely no elasticity. i'm so mad at myself for not reading the reviews because i ended up wasting money on shipping 2 pairs of leggings that i ultimately took right back to the store.,Legwear
-1,I ordered these pants in my usual size (xl) and was shocked when i received them. the waist was huge and there was nothing in the way of an elastic or tie to keep them up. i couldn't keep them on so  of course  back they go! too bad! the sweater quality is great.,Legwear
-1,These socks were very thin and the elastic at the top was very rigid. i could not get these socks to go any higher than half-way up my calf. i would not recommend this product. it felt very cheap and not of good quality.,Legwear
-1,Adorable foxes  i was smitten in the store but the fix is bizarre and the foxes don't come up very high so you're limited in the length you can wear. i bought the m/l based on salesperson advice and i can't imagine trying anything smaller  i usually wear a size s or 4 bottom  these were super snug. back to the store they went.,Legwear
-1,Good quality fabric and structure but the mix media details and lines make them seem more like jodphurs than leggings. it's hard to see where i would wear them ... sorry but they have to go back.,Legwear
0,I've never owned sweater leggings before so these were my first. i had to order large because well i have some junk in the trunk (am 10/12 on bottom and 8 on top). these are a teeny bit scratchy but i'm hoping with a wash they'll soften up--but they're really loose too so i'm also hoping they'll shrink a teensy bit.,Legwear
0,"I'm 5'9"" and these run true to size for the fit but having long legs by the end of the day they start to sag down in the crotch and hit me about mid calf straight out is the package. they wash up perfectly and are cozy. if you're of average height these will probably be your favorite.",Legwear
0,I carry my weight on my lower half  usually a large in bottoms. this one in a large was too big throughout especially since it doesn't have a waste band. returned.,Legwear
0,I recommend with reservations. these leggings are 100% wool  soft  not itchy  light weight  lovely knitted pattern. they run large. i sized down to a small. the first time i wore them they were fine. but the second time the waist stretched out and was useless: they were falling down as i walked. such a shame because everything else about them is perfect for cold winter days. they even fit under my silk skirt and would make other lighter garments wearable in winter. so what to do? at the price th,Legwear
0,These leggings are great in quality and are thick enough to wear as pants; the rise is perfect. the only issue is that they stretch during wear and end up being a size larger.,Legwear
0,"I'm a size 28 jeans 5'9 with a bubble bottom. these were falling off of me around the hips. these are warm. i was expecting them to not be sheer since they are fleece lined but when i sat down i was shocked to notice it. it doesn't matter functionality wise because i never felt a ""draft."" they look good and are well made but i will be returning due to the lack of fit.",Legwear
0,"I am 5' 10"" 135 lbs  normally a size 4l and ordered both a small in the navy and a medium in the beige. the elastic waist on both is not a tight/ muffin-top producing elastic like on some thinner banded leggings. in fact  the elastic is very loose  not very stretchy on either of the sizes. i think the s had been previously tried on  given the state of the packaging and the fact that the seat of the pant was already a bit stretched out. the m is definitely too large so i would say that these run",Legwear
0,I love these leggings - they look and feel great  but i can't wear them out of the house! there is no elastic in the waistband  so they are constantly falling down. i won't dare wear them out  for fear they will fall down when i walk across the street. everything else about the leggings is exactly what i was looking for: style  comfort  and warmth. they are great for curling up to read a good book in front of the fire; not for doing anything active.,Legwear
0,"I received these as a christmas gift. they are really cozy: warm  soft and super comfortable. however  they stretch out a lot  as there is no drawstring or elastic on the waist band. this leads them to poof out a lot and i have to keep pulling them up. this is fine for hanging out around the house  but not if you want to wear them out and about. i'm keeping them because they're so comfortable  but beware how much they stretch. (i am 5'6""  130 lbs and the size small fits well).",Legwear
1,I was expecting these to be the normal thickness of everyday leggings  plus fleece. instead  they're more like thicker-than-average tights. still warm  though there's a weird seam on the inside of the thighs that takes away from some of the comfort. not so bad that i want to return them  but not what i was hoping for  either.,Legwear
1,I love these with tunics and little dresses! they hit at a funny place on my hips  though; i wish they were a bit higher-up. since the waistband is thick  they show through tops unless they are pulls up above my hips  and they're a bit too short-waisted for that. but i was able to stretch them a bit  and i love them!,Legwear
1,They're great. i saw them featured in one of the marketing emails. they looked comfortable and cute  different with the leg warmer type bottom. i went to the retailer near me  but they didn't have them in store. this was a slight disappointment because i wanted to try them on for sizing purposes. but  i ordered them because they were affordable  in the $30 range  cute  comfortable  and stylish. they also ended up fitting perfectly as well. nice job!,Legwear
1,I'd describe these as a hybrid pant/legging. they are very comfortable flattering  and versatile. i got the large because medium was sold out  but they fit nice  not super tight.,Legwear
1,Sweet leg warmers that are fun and cute too! kept me warm when out in this frosty morning!,Legwear
1,Great tights with good color and quality. i got a lot of compliments on my head to toe retailer ensemble!,Legwear
1,I am wearing these as i type this. they are unbelievably cozy. would wear them as loungewear if it weren't for the fact that they also look so so cute and i want to wear them out. so soft and a really good fit. higher than my other leggings so i don't have to pull them up ever. but also just really fashionable looking. love!!! one of my favorite retailer purchases ever.,Legwear
1,"Given that tunics and thigh-length dresses are the hot new thing this season  i kept finding that my black-only-tights collection wasn't going to fly with my cute new tops and boots. so i searched far and wide for different colored tights that didn't look cheap or inauthentic in color  and found these. i bought them in blue  gray  and brown and i have worn them with so many different pieces! they look more ""rustic"" than the average tight  almost like they are leggings  not tights. they are a lit",Legwear
1,Such cute tights! i saw them and had to have them. they are a thick knit - very good quality. the color is a dark navy and the little foxes and a nice pop of color. i get lots of compliments on them.,Legwear
-1,I'm 5'3 and ordered the small. as soon as i saw it in person  i knew it was an item to return. the material is too transparent  and designed to wear with undergarments or swim gear that you want people to see. it was way too long for me. i think it would work for a taller person. i just didn't feel it was worth the money for the quality and transparency.,Lounge
-1,I purchased this in the yellow xs. it is very comfortable  but extremely see-through. you'd have to wear a slip or something underneath it  but i'm not sure what would work based on the style  and even if i wore a strapless bra it was still see-through. unfortunately i had to return it.,Lounge
-1,I loved this dress from the moment i tried it on. so flattering to my postpartum body without being a huge tent. soft fabric  and for a white/lightly striped dress  not sheer. i'm bummed because after washing only twice (followed the instructions to wash) on gentle cycle and low tumble dry  holes started appearing everywhere  both on the cream ribbed hem in the front bottom and all across the chest  in the white part of the fabric only (it looks like the black stripes are holding the holes toget,Lounge
-1,Oh what a disappointment! i was looking forward to wearing this as a layering piece with the shawl cardigan. the material lacks serious quality and it was ripped on the seam. so  back it goes. and  i am flabbergasted at the price retailer is charging almost $60 for this top!,Lounge
-1,Bought this cami/tank on sale which i'm glad but it has a flap underneath like a bralette but not fitted..it kinda just drapes under the cami...the problem is it's not thick enough to offer the coverage you would want under a white tank ...but it was also too short so it caused a visible line underneath that showed through.that was higher than the bottom of my chest ..so it gave the appearance that i wore the wrong bra/undergarment...it simply looks awkward ...not sure if it would've been better,Lounge
-1,I would really like this dress if the material were a little thicker. it's really thin so you can see my nipples straight through the dress. you can't wear a bra with it because it is backless so i don't understand how you are supposed to wear this outside of the house.,Lounge
-1,So thin and see thru it's not even wearable in public. extremely cheap and ill fitting for any price let alone this price. i feel like they will rip the moment i wear them out. going back.,Lounge
-1,Disappointed :-( this top has a boxy shape and looked like a mini moo moo on me. i have a similar shape as the model and it looked nothing like that on me. bummer! i liked the quality and weight (not too heavy nor too light) but shape is unflattering. it's going back.,Lounge
-1,I was looking for a casual dress for quick errands that was trendy but comfy.  this dress had a lot of potential [i was drawn to the print]  but the material is awful. so thin and scratchy! immediately went back.,Lounge
0,I'd hoped these would be cozy and warm. the fabric is thin and slinky. it grabs and emphasizes every bump and roll. couldn't wait to get them off. just horrible. and that price is very steep. can't recommend.,Lounge
0,I wanted to love this. the fabric and design are very nice. unfortunately - on my petite frame it looked like a lampshade. this would be very pretty on taller girls. for reference  i am 5'3 117 34b.,Lounge
0,I love this!!!! nice and lightweight. super stylish,Lounge
0,I should have exchanged it for a smaller size  but i wanted to wear it  so my mistake. i tend to wear size 12-14  and the large is entirely too big. it also had piling right out of the bag. but it is just so soft that i tore the tag off and wore it anyway. if you get this  size down for sure.,Lounge
0,Gorgeous details great use of materials -- yet the diagonal seam above the knee at the quadriceps cuts off the muscle and looks odd if you are the least bit muscular.,Lounge
0,I purchased this  and it ended up sitting in my closet for a couple of weeks. i bought it in the green  and i felt it did nothing to enhance my figure. it's kind of a boring design. i like the cowl neck (rare on a tunic) and the sleeve details. the colors don't seem to go well with standard black leggings. overall  unimpressed.,Lounge
0,"I wanted to give this a try but unfortunately disappointed with the fit and styling. i'm 5'6""  petite build and it consumed my slim figure. i loved the soft and coziness and the color is sweet too. i just felt like an awkward butterfly with the sleeves. pinning them back would have been alright but the execution didn't fit my frame. i would have liked it to be a tad longer too. i really hope they use this same material throughout the fall season because it's so cozy.",Lounge
0,This dress is only suitable for a beach cover-up: it is completely sheer. expensive  even on sale  for something with such a limited wearability. i returned it.,Lounge
0,I was really disappointed when this arrived and i discovered that it's basically see-through.  it's well constructed  it's just a really thin material.,Lounge
1,I bought these leggings for yoga. i love them. the material is so soft and also seems sweat wicking which is a plus. the back detail on the calf is a nice touch of flair compared to basic leggings. the waistband is wide and did not fold over during practice! for reference  i am 5'4  130 lbs and i purchased a m. fit was great. i normally wear size 27-28 in pants. would recommend.,Lounge
1,I am short so this ends up being really long on me  but i like that i can show off some amazing heels with this skirt. lately  i have been getting into grey so that it puts more attention on my accessories. the cut of this skirt is amazing  and the thick waistband is non-traditional which makes something that normally would be boring  really stand out (plus it helps hide baby fat!). the fabric is a medium weight  but it does flow nicely  and it does not seem to wrinkle easily which is a huge plu,Lounge
1,I cant say enough about these pants - they are such good quality. i bought the xs. they are tight enough and don't create crease in my legs. length is perfect for my 5.1 statue.,Lounge
1,This is my favorite shirt to wear around the house. it's so soft and the waffle texture looks nice  i'd definitely wear it for a run to the store or an evening walk around the neighborhood. the fabric is thin but isn't too delicate and it's not sheer  which makes it a great summer lounge shirt. the cut is flattering and the back doesn't show my bra  which too many of this design do. it is a bit large  you may want to size down if you want it to be a bit more body conscious.,Lounge
